Symbol,S-Oil_시가(원),S-Oil_종가(원),S-Oil_거래량(주),S-Oil_PER(IFRS-연결),S-Oil_순매수수량(개인)(주),S-Oil_순매수수량(기관계)(주),S-Oil_순매수수량(외국인계)(주)
2005-09-14,83000.0,83400.0,284993.0,10.33,-9762,4042,-12810
2005-09-15,83500.0,83500.0,220329.0,10.35,-37568,-5519,73677
2005-09-16,83500.0,84700.0,192840.0,10.49,-52755,13435,34520
2005-09-20,85500.0,85300.0,301802.0,10.57,24151,50109,-80930
2005-09-21,85100.0,85300.0,269760.0,10.57,-72766,-46224,119360
2005-09-22,86300.0,86200.0,276628.0,10.68,-39838,-14641,50919
2005-09-23,86000.0,84900.0,233493.0,10.52,-31520,-70970,85910
2005-09-26,85000.0,85000.0,269567.0,10.53,-28151,75681,-49760
2005-09-27,86000.0,85600.0,163259.0,10.61,-45299,-43740,89209
2005-09-28,85000.0,86000.0,105999.0,10.66,-20971,-14366,34740
2005-09-29,86000.0,85200.0,141712.0,10.56,-20623,-15608,21361
2005-09-30,84600.0,85500.0,153362.0,10.59,-27143,-13197,38490
2005-10-04,85500.0,86100.0,217951.0,10.67,-53441,46301,-2680
2005-10-05,85100.0,84200.0,497827.0,10.43,95977,32283,-125100
2005-10-06,82500.0,82000.0,455223.0,10.16,58861,-15257,-41274
2005-10-07,80500.0,81400.0,203516.0,10.09,-3270,55690,-61310
2005-10-10,78100.0,82300.0,163010.0,10.2,-43282,67122,-11650
2005-10-11,81400.0,81600.0,196431.0,10.11,29500,11820,-40670
2005-10-12,81700.0,80500.0,293500.0,9.97,46273,-18573,-26800
2005-10-13,80300.0,79100.0,544998.0,9.8,9382,33530,-62542
2005-10-14,79000.0,79100.0,264412.0,9.8,-11398,57319,-45841
2005-10-17,78200.0,78500.0,180750.0,9.73,-14790,67080,-52420
2005-10-18,78500.0,79200.0,182334.0,9.81,-22895,69215,-46830
2005-10-19,78600.0,78600.0,160360.0,9.74,10561,-16521,-420
2005-10-20,78500.0,78600.0,188954.0,9.74,-1010,11790,-14270
2005-10-21,77600.0,78900.0,339111.0,9.78,-11199,89079,-80220
2005-10-24,78500.0,78600.0,146514.0,9.74,24632,-43312,18550
2005-10-25,78500.0,78700.0,178971.0,9.75,6317,12143,-21910
2005-10-26,78700.0,78700.0,125922.0,9.75,-24690,37220,-14950
2005-10-27,77900.0,78500.0,183199.0,9.73,-1570,-19790,16450
2005-10-28,77900.0,78200.0,177961.0,9.69,22514,-66624,46690
2005-10-31,78200.0,78100.0,145873.0,9.68,14860,3600,-18530
2005-11-01,77500.0,78100.0,216820.0,9.68,44398,-60588,24250
2005-11-02,77900.0,78500.0,237397.0,9.73,12680,19520,-27880
2005-11-03,79200.0,78800.0,285226.0,9.76,-37923,14833,24910
2005-11-04,78900.0,78800.0,235741.0,9.76,28190,96670,-126280
2005-11-07,78500.0,78200.0,110056.0,9.69,1150,-8070,-7400
2005-11-08,77800.0,78000.0,146022.0,9.66,16235,-2085,-19330
2005-11-09,77200.0,77100.0,430107.0,9.55,54550,72670,-165460
2005-11-10,76900.0,77100.0,136811.0,9.55,-21607,-12180,3147
2005-11-11,76900.0,77100.0,234186.0,9.55,-35918,65913,-44590
2005-11-14,76600.0,76100.0,659269.0,9.43,68684,-20352,-121342
2005-11-15,76100.0,75500.0,336803.0,9.35,25610,46340,-88050
2005-11-16,75100.0,75400.0,162532.0,9.34,612,19110,-18610
2005-11-17,74900.0,75100.0,238810.0,9.31,34690,-20480,-14030
2005-11-18,75000.0,75400.0,179483.0,9.34,-16970,-7790,24160
2005-11-21,75100.0,75300.0,110560.0,9.33,4160,-30080,25930
2005-11-22,75400.0,75000.0,198059.0,9.29,33632,-16252,-25320
2005-11-23,75000.0,75500.0,223090.0,9.35,461,41439,-57230
2005-11-24,75300.0,75400.0,235056.0,9.34,1640,960,-21320
2005-11-25,75000.0,75800.0,232591.0,9.39,-7539,-55221,47760
2005-11-28,75500.0,76100.0,287505.0,9.43,16365,-100875,69460
2005-11-29,76000.0,75700.0,239181.0,9.38,23260,-71790,48180
2005-11-30,75500.0,75800.0,168848.0,9.39,-20575,67015,-31240
2005-12-01,75400.0,76000.0,150871.0,9.42,-2630,-14340,13380
2005-12-02,76500.0,75500.0,287665.0,9.35,72710,-23450,-51900
2005-12-05,75200.0,75100.0,93213.0,9.31,18322,-19882,1400
2005-12-06,75400.0,75100.0,122617.0,9.31,-9343,9613,-3140
2005-12-07,74800.0,74800.0,350932.0,9.27,20332,-50142,27740
2005-12-08,74800.0,75000.0,261401.0,9.29,-7721,41590,36851
2005-12-09,75100.0,74700.0,125699.0,9.26,11815,2065,-6450
2005-12-12,74400.0,74500.0,143790.0,9.23,-2728,69720,-60552
2005-12-13,74600.0,74500.0,92026.0,9.23,4029,3001,-3090
2005-12-14,74400.0,74200.0,307637.0,9.19,24070,-69510,42350
2005-12-15,73900.0,74000.0,472988.0,9.17,23429,-5829,-68700
2005-12-16,74000.0,73600.0,235708.0,9.12,-29608,-26812,75470
2005-12-19,73200.0,73300.0,238976.0,9.08,-22377,149007,-129850
2005-12-20,72700.0,72800.0,232527.0,9.02,-23260,40690,-46710
2005-12-21,72300.0,72600.0,339098.0,9.0,-28358,53042,-74684
2005-12-22,72700.0,72200.0,236791.0,8.95,-270,27800,-24970
2005-12-23,72500.0,72400.0,142752.0,8.97,24630,-9770,-12440
2005-12-26,73000.0,72900.0,274390.0,9.03,86250,-3270,-85380
2005-12-27,72800.0,73100.0,456450.0,9.06,140680,65120,-205040
2005-12-28,71500.0,70200.0,256818.0,8.7,23080,32330,-37540
2005-12-29,70100.0,70600.0,233113.0,8.75,-78090,19560,59650
2006-01-02,69600.0,70000.0,211320.0,12.46,-29876,-25474,48460
2006-01-03,69600.0,70200.0,221956.0,12.5,8410,-34470,28570
2006-01-04,71500.0,70400.0,350080.0,12.53,59640,-39610,-49780
2006-01-05,70500.0,70100.0,340200.0,12.48,-2921,45691,-43980
2006-01-06,69900.0,69800.0,344007.0,12.43,-22811,-12368,34169
2006-01-09,69500.0,70400.0,560601.0,12.53,20714,-13104,-8180
2006-01-10,70200.0,70100.0,277774.0,12.48,-20467,-48593,19980
2006-01-11,70100.0,69600.0,269566.0,12.39,-14510,48120,-34140
2006-01-12,69800.0,70000.0,434748.0,12.46,-16439,-21371,48720
2006-01-13,70400.0,71600.0,589629.0,12.75,-2710,-70510,65560
2006-01-16,72400.0,71600.0,424401.0,12.75,-17738,-112990,130478
2006-01-17,72000.0,70600.0,183895.0,12.57,-4620,-26160,30270
2006-01-18,71000.0,70800.0,338412.0,12.61,-37070,24680,11940
2006-01-19,71200.0,70300.0,305412.0,12.52,-10881,-75321,42922
2006-01-20,70400.0,70400.0,452790.0,12.53,-19120,101980,-17950
2006-01-23,70900.0,71000.0,504190.0,12.64,-92490,278690,-153840
2006-01-24,70500.0,70400.0,471616.0,12.53,-36380,86670,-54580
2006-01-25,70000.0,69300.0,405345.0,12.34,19990,-130970,65900
2006-01-26,69300.0,68500.0,305232.0,12.2,-13925,675,-33900
2006-01-27,68000.0,68400.0,175428.0,12.18,41091,6079,-59140
2006-01-31,68400.0,68600.0,154208.0,12.21,17080,-28530,14550
2006-02-01,68100.0,68300.0,203930.0,12.16,-13060,19750,-8800
2006-02-02,68200.0,67700.0,380396.0,12.05,33884,51850,-118654
2006-02-03,67700.0,67800.0,424878.0,12.07,-71020,26050,-4120
2006-02-06,66800.0,67800.0,157708.0,12.07,-50610,21240,32060
2006-02-07,66900.0,67800.0,146750.0,12.07,-14562,8292,4980
2006-02-08,67800.0,67500.0,277592.0,12.02,-852,25912,-26220
2006-02-09,67200.0,67000.0,189989.0,11.93,-5750,50750,-60070
2006-02-10,66800.0,65300.0,490020.0,11.63,30430,130170,-192950
2006-02-13,65300.0,64200.0,322442.0,11.43,5844,-33474,-74350
2006-02-14,63900.0,64200.0,345763.0,11.43,-44760,84680,-61050
2006-02-15,63600.0,61000.0,749751.0,10.86,72053,-3556,-264137
2006-02-16,60000.0,60000.0,776773.0,10.68,47661,149154,-185085
2006-02-17,60800.0,64000.0,979550.0,11.39,-105040,67040,72060
2006-02-20,65400.0,67200.0,1057625.0,11.96,-129864,193204,159890
2006-02-21,67600.0,68200.0,357425.0,12.14,-32472,71932,-40640
2006-02-22,68800.0,68300.0,241976.0,12.16,-37080,-95880,137090
2006-02-23,69200.0,69400.0,326463.0,12.36,-95450,56720,50500
2006-02-24,69900.0,69700.0,204932.0,12.41,-26527,49617,-23160
2006-02-27,70000.0,69800.0,180200.0,12.43,-49420,-14770,75120
2006-02-28,70000.0,69800.0,93381.0,12.43,-4780,9500,-5920
2006-03-02,68800.0,69800.0,108220.0,12.43,-30710,2661,28159
2006-03-03,70100.0,68800.0,195070.0,12.25,-11450,-61950,77550
2006-03-06,69100.0,68100.0,162190.0,12.12,-7420,12380,-10270
2006-03-07,67600.0,67000.0,199450.0,11.93,11000,-66470,54860
2006-03-08,68500.0,68200.0,441510.0,12.14,-32320,-69350,250150
2006-03-09,70000.0,68000.0,191820.0,12.11,-10420,25980,150
2006-03-10,68800.0,68000.0,121161.0,12.11,11260,-6240,-4420
2006-03-13,67600.0,68000.0,94640.0,12.11,1093,4217,-8950
2006-03-14,68900.0,68600.0,148630.0,12.21,-30330,-58610,93450
2006-03-15,69000.0,69500.0,437411.0,12.37,-26017,-33083,240220
2006-03-16,69800.0,70100.0,204650.0,12.48,-42805,25125,68110
2006-03-17,70100.0,71200.0,295320.0,12.68,-33800,-23560,55330
2006-03-20,71700.0,72400.0,386994.0,12.89,-46966,55036,35980
2006-03-21,72800.0,71300.0,116140.0,12.69,-13390,-7940,23360
2006-03-22,70300.0,70400.0,253320.0,12.53,2170,11970,-9680
2006-03-23,70300.0,70500.0,244862.0,12.55,-13635,-98545,129360
2006-03-24,71500.0,72400.0,380276.0,12.89,-67594,-106,95900
2006-03-27,72400.0,73300.0,298796.0,13.05,-27590,7810,16250
2006-03-28,74000.0,73800.0,276132.0,13.14,-30030,-18140,45460
2006-03-29,73000.0,73900.0,190824.0,13.16,-31866,8736,18190
2006-03-30,73500.0,74600.0,185774.0,13.28,-8203,30013,5010
2006-03-31,75200.0,74600.0,224123.0,13.28,-24231,64531,-38080
2006-04-03,73200.0,73000.0,176464.0,13.0,-13100,35010,-24420
2006-04-04,72100.0,73700.0,194592.0,13.12,-13710,-53610,68930
2006-04-05,73700.0,72700.0,113013.0,12.94,-6500,-21730,37300
2006-04-06,73100.0,74500.0,161515.0,13.26,-52610,39490,11720
2006-04-07,74500.0,74000.0,77402.0,13.18,-12932,36670,-28548
2006-04-10,74000.0,74600.0,109360.0,13.28,-25615,35240,-19705
2006-04-11,74500.0,74300.0,189252.0,13.23,-1850,19890,-18270
2006-04-12,74300.0,73000.0,134121.0,13.0,22730,-20870,19180
2006-04-13,73400.0,74000.0,202583.0,13.18,-13724,-29006,42490
2006-04-14,73100.0,73300.0,92498.0,13.05,7527,3673,-20590
2006-04-17,72600.0,72800.0,89073.0,12.96,2080,-23380,19460
2006-04-18,72800.0,74000.0,353660.0,13.18,-23010,66370,-52540
2006-04-19,75600.0,74300.0,278316.0,13.23,-10198,-78252,66870
2006-04-20,75200.0,73800.0,168451.0,13.14,-4810,22130,-18240
2006-04-21,72500.0,74700.0,209241.0,13.3,-34560,-59950,94990
2006-04-24,74700.0,73000.0,162489.0,13.0,21380,-28760,15300
2006-04-25,73000.0,73600.0,166174.0,13.1,-14620,-5520,21390
2006-04-26,74500.0,73300.0,171672.0,13.05,-24040,20370,1100
2006-04-27,73300.0,74000.0,106757.0,13.18,-10570,11640,2110
2006-04-28,74000.0,73000.0,150587.0,13.0,12208,-49978,38790
2006-05-02,72100.0,73300.0,184653.0,13.05,274,-6004,6480
2006-05-03,72400.0,72300.0,239263.0,12.87,17838,-33018,16950
2006-05-04,73000.0,72800.0,191428.0,12.96,-18278,-15292,33300
2006-05-08,74400.0,73800.0,248344.0,13.14,-39579,1429,39270
2006-05-09,74300.0,73400.0,157335.0,13.07,-60147,8714,52343
2006-05-10,73000.0,72900.0,159451.0,12.98,13681,-2841,-10160
2006-05-11,72600.0,74000.0,157469.0,13.18,-21473,58073,-40360
2006-05-12,72600.0,72000.0,233700.0,12.82,31500,-116210,91770
2006-05-15,71800.0,71400.0,330581.0,12.71,9761,44629,-52960
2006-05-16,71800.0,70900.0,102377.0,12.62,-3010,-3937,6427
2006-05-17,71500.0,70300.0,144022.0,12.52,17372,-39672,15080
2006-05-18,69100.0,69500.0,183182.0,12.37,-9858,-9182,19950
2006-05-19,70500.0,70300.0,128261.0,12.52,-11849,-1121,14870
2006-05-22,69700.0,69700.0,191041.0,12.41,16890,-30510,31310
2006-05-23,70500.0,69200.0,232399.0,12.32,-5262,100362,-101360
2006-05-24,69100.0,69700.0,193121.0,12.41,1660,45610,-50290
2006-05-25,69700.0,68500.0,141732.0,12.2,6845,-6235,2190
2006-05-26,68600.0,69800.0,248950.0,12.43,-25750,-1560,26300
2006-05-29,69100.0,69000.0,120855.0,12.28,26225,-62445,40790
2006-05-30,68300.0,68100.0,222783.0,12.12,11213,-25043,-22480
2006-06-01,68700.0,67700.0,210404.0,12.05,-2767,5927,-2800
2006-06-02,67700.0,67000.0,279165.0,11.93,6111,130764,-141665
2006-06-05,66800.0,67000.0,334102.0,11.93,-4477,4959,2751
2006-06-07,67300.0,66000.0,246592.0,11.75,208,70481,-84263
2006-06-08,66000.0,63100.0,411284.0,11.23,51719,-108167,39175
2006-06-09,63600.0,63700.0,212903.0,11.34,20932,-38946,8993
2006-06-12,63100.0,61800.0,169721.0,11.0,25912,-13119,-21840
2006-06-13,61800.0,60700.0,242305.0,10.81,-1889,-35480,36708
2006-06-14,60700.0,60900.0,359643.0,10.84,19332,44866,-72579
2006-06-15,61100.0,61400.0,132186.0,10.93,29235,-50274,32326
2006-06-16,62500.0,64800.0,219733.0,11.54,-25521,46059,-3054
2006-06-19,65900.0,67000.0,553305.0,11.93,-38385,129026,-72090
2006-06-20,66800.0,66500.0,155332.0,11.84,-8168,-20886,34503
2006-06-21,66700.0,66100.0,495870.0,11.77,2310,74792,-74183
2006-06-22,66100.0,66500.0,214186.0,11.84,6853,113597,-126165
2006-06-23,66000.0,66000.0,112518.0,11.75,8637,-611,-11876
2006-06-26,66400.0,66800.0,112519.0,11.89,-20681,9425,5680
2006-06-27,66500.0,66500.0,207551.0,11.84,14633,-43653,27902
2006-06-28,66000.0,64700.0,238217.0,11.52,37306,-27030,-19034
2006-06-29,64700.0,65500.0,253944.0,11.66,-33432,105341,-50159
2006-06-30,67000.0,67100.0,310113.0,11.95,-21505,6868,28003
2006-07-03,67100.0,67100.0,107957.0,11.95,-15857,-37299,63491
2006-07-04,67100.0,67500.0,307738.0,12.02,-10609,-39710,57020
2006-07-05,67800.0,68000.0,227628.0,12.11,-20726,-29853,59472
2006-07-06,68000.0,67300.0,261153.0,11.98,1379,9723,-30145
2006-07-07,67300.0,68000.0,364219.0,12.11,-7288,61023,-31986
2006-07-10,68000.0,68700.0,226266.0,12.23,-19561,18792,5486
2006-07-11,68700.0,67700.0,160704.0,12.05,14111,-36701,-50
2006-07-12,69500.0,68000.0,201424.0,12.11,1449,2982,762
2006-07-13,68000.0,68000.0,202413.0,12.11,1097,-70408,59058
2006-07-14,67000.0,64100.0,342603.0,11.41,55057,-128168,19981
2006-07-18,65800.0,67900.0,441867.0,12.09,-7147,-140498,145800
2006-07-19,66900.0,66000.0,423138.0,11.75,8095,-85513,76073
2006-07-20,66400.0,66400.0,345994.0,11.82,5892,91029,-101369
2006-07-21,67000.0,66400.0,425710.0,11.82,-9071,21842,-12948
2006-07-24,66000.0,66200.0,156655.0,11.79,-12760,-35213,49301
2006-07-25,66700.0,67400.0,170817.0,12.0,-26982,20676,1486
2006-07-26,67500.0,66700.0,144916.0,11.88,798,-22482,20134
2006-07-27,66100.0,67200.0,201663.0,11.96,-12584,17003,-5727
2006-07-28,67100.0,66700.0,125095.0,11.88,23819,25784,-62813
2006-07-31,67500.0,67300.0,176507.0,11.98,-8513,-35674,45555
2006-08-01,67300.0,67600.0,125264.0,12.04,-17310,-12204,28108
2006-08-02,66700.0,67700.0,131877.0,12.05,-29892,12301,22321
2006-08-03,67700.0,68500.0,571689.0,12.2,5741,61586,-65944
2006-08-04,68500.0,66000.0,156343.0,11.75,1752,23200,-33020
2006-08-07,67100.0,67600.0,329201.0,12.04,2569,-101562,100051
2006-08-08,67600.0,67800.0,384944.0,12.07,-13032,-82706,85328
2006-08-09,68500.0,68900.0,168852.0,12.27,-4110,-33443,25091
2006-08-10,69000.0,68300.0,370489.0,12.16,16610,-54226,33226
2006-08-11,68800.0,66500.0,407458.0,11.84,42948,-4466,-145395
2006-08-14,67400.0,67500.0,159432.0,12.02,-11908,13884,-11428
2006-08-16,68000.0,67300.0,230271.0,11.98,4625,35931,-42345
2006-08-17,67000.0,66700.0,255403.0,11.88,24885,38730,-64396
2006-08-18,66500.0,65700.0,435195.0,11.7,97091,108723,-213448
2006-08-21,65600.0,65300.0,146502.0,11.63,-3631,-35916,39157
2006-08-22,65800.0,66200.0,126156.0,11.79,-28707,17387,6776
2006-08-23,66100.0,66600.0,122659.0,11.86,-10773,-10373,23787
2006-08-24,66800.0,65000.0,132431.0,11.57,21518,-2092,-19166
2006-08-25,65100.0,66300.0,135896.0,11.8,-30092,39437,-9048
2006-08-28,66300.0,66600.0,84003.0,11.86,-9825,5416,4104
2006-08-29,66500.0,65100.0,77288.0,11.59,3303,7698,-10206
2006-08-30,65300.0,66900.0,97849.0,11.91,-11392,-9617,22589
2006-08-31,66500.0,65700.0,183167.0,11.7,-11155,39047,-31603
2006-09-01,65700.0,67000.0,104851.0,11.93,-10037,1326,7818
2006-09-04,66900.0,66300.0,92691.0,11.8,-4811,-3304,10021
2006-09-05,66300.0,66900.0,69624.0,11.91,5826,-9809,6506
2006-09-06,66700.0,65800.0,123844.0,11.72,36062,-36098,398
2006-09-07,65600.0,65200.0,941809.0,11.61,36295,21209,587951
2006-09-08,65200.0,64900.0,145591.0,11.55,34527,51468,-91785
2006-09-11,64800.0,63700.0,186887.0,11.34,47362,10177,-55108
2006-09-12,63500.0,62900.0,278480.0,11.2,73606,49050,-123383
2006-09-13,62900.0,63600.0,213719.0,11.32,-20290,34498,-12412
2006-09-14,63100.0,64400.0,392836.0,11.47,-3049,82875,-46058
2006-09-15,63800.0,63600.0,380498.0,11.32,68151,240818,-308432
2006-09-18,64000.0,65200.0,324528.0,11.61,8737,53600,-78099
2006-09-19,65100.0,66000.0,207173.0,11.75,-7031,89442,-78471
2006-09-20,65100.0,64400.0,269200.0,11.47,70625,44556,-118871
2006-09-21,64400.0,63700.0,127761.0,11.34,32751,7408,-41264
2006-09-22,63500.0,63300.0,137125.0,11.27,21188,38442,-58522
2006-09-25,62900.0,63800.0,135048.0,11.36,17291,29826,-42246
2006-09-26,63600.0,62800.0,133032.0,11.18,35647,-34558,3135
2006-09-27,63200.0,63900.0,216332.0,11.38,-12641,76315,-67598
2006-09-28,63700.0,64200.0,147390.0,11.43,4120,11752,-17342
2006-09-29,64600.0,63300.0,165422.0,11.27,29105,-6211,-23408
2006-10-02,63300.0,63200.0,185623.0,11.25,33983,-4571,-29565
2006-10-04,62900.0,62300.0,175207.0,11.09,6465,-77041,76753
2006-10-09,61800.0,61900.0,279299.0,11.02,-30875,20725,12604
2006-10-10,61800.0,61900.0,202604.0,11.02,28637,-17116,-22309
2006-10-11,61400.0,61300.0,269989.0,10.91,28536,-32845,-1662
2006-10-12,61100.0,62000.0,200502.0,11.04,10425,-23545,9683
2006-10-13,62700.0,63200.0,435957.0,11.25,-22049,88890,-84198
2006-10-16,63200.0,62400.0,268678.0,11.11,40444,8323,-48407
2006-10-17,62400.0,61300.0,382122.0,10.91,85578,-37576,-50318
2006-10-18,61400.0,60800.0,403488.0,10.82,78442,-10580,-76140
2006-10-19,61000.0,61400.0,229982.0,10.93,37799,-3275,-44529
2006-10-20,61900.0,63300.0,300425.0,11.27,-81649,23712,56989
2006-10-23,62300.0,65500.0,499548.0,11.66,-121558,-16606,138098
2006-10-24,64600.0,64600.0,260320.0,11.5,-1029,-41582,43654
2006-10-25,65000.0,65300.0,129491.0,11.63,-39710,25413,11776
2006-10-26,65100.0,64800.0,104446.0,11.54,5037,-18797,10228
2006-10-27,65000.0,64500.0,155028.0,11.48,26074,21330,-51546
2006-10-30,64900.0,64300.0,89435.0,11.45,7189,9621,-19594
2006-10-31,64300.0,64300.0,115978.0,11.45,4278,26697,-30214
2006-11-01,64500.0,64400.0,144117.0,11.47,5128,-13033,11617
2006-11-02,64100.0,64600.0,106566.0,11.5,3591,23014,-42710
2006-11-03,64200.0,65100.0,149958.0,11.59,1289,30385,-39440
2006-11-06,65500.0,65100.0,167878.0,11.59,35636,1481,-34973
2006-11-07,65500.0,65100.0,125294.0,11.59,-27460,30582,-4620
2006-11-08,65100.0,65000.0,91567.0,11.57,16322,-22410,17905
2006-11-09,64800.0,65700.0,186232.0,11.7,-9758,-29888,34430
2006-11-10,65700.0,66700.0,152215.0,11.88,-22686,11830,17339
2006-11-13,67000.0,66400.0,100633.0,11.82,13157,-13316,-1201
2006-11-14,67000.0,67300.0,175015.0,11.98,-49505,-36055,86495
2006-11-15,68000.0,67200.0,168134.0,11.96,8249,-64712,57564
2006-11-16,67200.0,68100.0,131673.0,12.12,-17648,-36002,57592
2006-11-17,68600.0,68400.0,192094.0,12.18,-13792,-10431,24767
2006-11-20,68800.0,69000.0,135969.0,12.28,-23020,-33699,56718
2006-11-21,69200.0,68500.0,74811.0,12.2,-9819,28050,-18955
2006-11-22,68800.0,68500.0,92489.0,12.2,-4518,21075,-18713
2006-11-23,68500.0,68100.0,190995.0,12.12,-5556,18066,-8964
2006-11-24,68000.0,68000.0,98760.0,12.11,-16898,5543,6046
2006-11-27,67300.0,68500.0,97661.0,12.2,-19722,36551,-16915
2006-11-28,68400.0,68100.0,182080.0,12.12,-9094,-6723,17445
2006-11-29,67900.0,68800.0,135505.0,12.25,-18215,7402,9465
2006-11-30,68500.0,68100.0,165718.0,12.12,6031,-9931,5127
2006-12-01,68300.0,68500.0,118536.0,12.2,-7275,-12945,20144
2006-12-04,69100.0,69000.0,129500.0,12.28,-3477,-19260,22372
2006-12-05,69500.0,69000.0,145839.0,12.28,-11979,-10166,20502
2006-12-06,69000.0,68900.0,175077.0,12.27,325,2427,10358
2006-12-07,69400.0,69000.0,133702.0,12.28,-19633,20868,-3279
2006-12-08,68500.0,68700.0,140125.0,12.23,-1165,-20357,19118
2006-12-11,68200.0,68700.0,82526.0,12.23,-5216,-38615,41827
2006-12-12,68300.0,69100.0,172959.0,12.3,-19822,-52206,73294
2006-12-13,69500.0,68600.0,161627.0,12.21,23664,-44515,21258
2006-12-14,68500.0,70100.0,970695.0,12.48,-27950,-156155,201924
2006-12-15,70100.0,69300.0,212625.0,12.34,-10345,-56335,71039
2006-12-18,69400.0,70000.0,301472.0,12.46,-11037,-74140,92767
2006-12-19,70000.0,69700.0,153816.0,12.41,3007,65588,-24953
2006-12-20,70200.0,70500.0,290708.0,12.55,-982,-38863,36662
2006-12-21,70600.0,70700.0,1182836.0,12.59,-20193,-256487,284581
2006-12-22,71200.0,71200.0,185006.0,12.68,-8618,42255,-32377
2006-12-26,71400.0,71600.0,280135.0,12.75,35905,-59888,25084
2006-12-27,69900.0,69000.0,202746.0,12.28,-12916,-13979,25386
2006-12-28,69100.0,68500.0,180867.0,12.2,-16518,-22559,39257
2007-01-02,68500.0,67700.0,138145.0,10.41,2955,-21656,18987
2007-01-03,67500.0,67600.0,204795.0,10.39,-21000,-20932,43143
2007-01-04,68000.0,67000.0,229952.0,10.3,-19953,-42204,83211
2007-01-05,67300.0,66700.0,250720.0,10.25,-2969,-104468,118893
2007-01-08,66300.0,66200.0,228677.0,10.18,-2991,7366,10525
2007-01-09,67000.0,65900.0,146613.0,10.13,13316,-15494,3542
2007-01-10,65200.0,64300.0,315040.0,9.88,5922,-55763,51236
2007-01-11,63500.0,65300.0,507987.0,10.04,-9222,-41954,62619
2007-01-12,65200.0,64700.0,217466.0,9.95,541,-46348,70804
2007-01-15,64200.0,64300.0,105658.0,9.88,5381,-30774,27039
2007-01-16,64800.0,64900.0,201385.0,9.98,-8725,-40843,49587
2007-01-17,65000.0,64300.0,139941.0,9.88,7253,-32840,27177
2007-01-18,63800.0,66000.0,416090.0,10.15,-42034,62031,-24667
2007-01-19,65800.0,65500.0,205489.0,10.07,-8580,53300,-44318
2007-01-22,64300.0,65200.0,190134.0,10.02,10069,59220,-73499
2007-01-23,64900.0,65000.0,148610.0,9.99,-11090,1772,6858
2007-01-24,64600.0,64600.0,203497.0,9.93,15044,21722,-38267
2007-01-25,64500.0,64600.0,79015.0,9.93,17380,13112,-30842
2007-01-26,64500.0,64500.0,95250.0,9.91,-7555,-9547,18049
2007-01-29,65800.0,64600.0,114448.0,9.93,839,-46597,49488
2007-01-30,65400.0,65000.0,238211.0,9.99,-2868,13530,-11489
2007-01-31,65400.0,65300.0,208733.0,10.04,-13547,26841,-23263
2007-02-01,65700.0,66100.0,230205.0,10.16,-11018,141354,-139623
2007-02-02,65800.0,65800.0,308946.0,10.11,20408,42370,-61393
2007-02-05,66100.0,65900.0,277186.0,10.13,19713,50905,-72108
2007-02-06,65700.0,66700.0,213094.0,10.25,-10429,106624,-117607
2007-02-07,66400.0,66500.0,199495.0,10.22,17522,62209,-77771
