Symbol,KT_시가(원),KT_종가(원),KT_거래량(주),KT_PER(IFRS-연결),KT_순매수수량(개인)(주),KT_순매수수량(기관계)(주),KT_순매수수량(외국인계)(주)
2005-06-10,41500.0,41750.0,532800.0,9.27,-86597,-8443,88130
2005-06-13,41500.0,41800.0,255913.0,9.29,-49163,29099,18964
2005-06-14,41700.0,41250.0,277310.0,9.16,14431,36213,-94104
2005-06-15,41150.0,41900.0,537424.0,9.31,-87303,103603,-51610
2005-06-16,41900.0,42250.0,510324.0,9.39,-78934,47484,5300
2005-06-17,42350.0,42100.0,270775.0,9.35,5790,-90530,93570
2005-06-20,41850.0,42000.0,209991.0,9.33,-42346,-34124,46760
2005-06-21,42000.0,42450.0,500167.0,9.43,-112209,5269,64180
2005-06-22,42300.0,42950.0,598413.0,9.54,-116851,93725,5916
2005-06-23,42950.0,43250.0,489954.0,9.61,-40059,-24380,51699
2005-06-24,43000.0,42700.0,703905.0,9.49,22770,-100340,40400
2005-06-27,42600.0,42200.0,439586.0,9.37,26976,-51776,38530
2005-06-28,42450.0,42900.0,520485.0,9.53,-90440,12620,50020
2005-06-29,42000.0,42100.0,442196.0,9.35,-164689,138459,24280
2005-06-30,41850.0,42000.0,327817.0,9.33,-77865,19555,49590
2005-07-01,41550.0,41600.0,367578.0,9.24,-96154,10324,62960
2005-07-04,41700.0,41050.0,336306.0,9.12,56682,-69892,30230
2005-07-05,41000.0,40500.0,476871.0,9.0,94162,44318,-142040
2005-07-06,40500.0,40550.0,221672.0,9.01,37897,-47207,4150
2005-07-07,40300.0,40900.0,286848.0,9.09,35823,31093,-66836
2005-07-08,40850.0,40600.0,217761.0,9.02,74215,2165,-75130
2005-07-11,40750.0,40950.0,355953.0,9.1,52673,119447,-157740
2005-07-12,40950.0,40400.0,629765.0,8.98,256552,-60272,-200470
2005-07-13,40450.0,40800.0,205744.0,9.06,-11719,15339,7670
2005-07-14,40700.0,41250.0,474559.0,9.16,-46311,99314,9177
2005-07-15,41450.0,41200.0,428498.0,9.15,76906,-39946,-29880
2005-07-18,41200.0,41300.0,286963.0,9.17,-9394,3464,6970
2005-07-19,41050.0,41450.0,242178.0,9.21,-24250,78230,-38880
2005-07-20,41300.0,41300.0,372154.0,9.17,66866,-22187,-31009
2005-07-21,41500.0,41500.0,270992.0,9.22,-27588,-12122,37710
2005-07-22,41600.0,42000.0,476835.0,9.33,-170276,39666,116620
2005-07-25,42400.0,42350.0,319872.0,9.41,-64034,49374,17480
2005-07-26,42150.0,42350.0,306217.0,9.41,-35033,-49157,94917
2005-07-27,42000.0,41900.0,433233.0,9.31,38544,44796,-93830
2005-07-28,42000.0,43550.0,804956.0,9.67,-130768,163598,-35520
2005-07-29,44000.0,43700.0,619529.0,9.71,-94103,109483,-3050
2005-08-01,43700.0,42950.0,285763.0,9.54,46171,-72021,52410
2005-08-02,42650.0,42500.0,323914.0,9.44,43410,-53860,16110
2005-08-03,42450.0,42150.0,350918.0,9.36,41556,-24326,12720
2005-08-04,41700.0,40550.0,1496120.0,9.01,510294,147916,-625290
2005-08-05,40000.0,39800.0,1144533.0,8.84,208290,468000,-675450
2005-08-08,39600.0,39500.0,371880.0,8.78,100451,38601,-140272
2005-08-09,39300.0,40050.0,422266.0,8.9,39070,-34200,36100
2005-08-10,39850.0,39400.0,728902.0,8.75,357137,28323,-333710
2005-08-11,39400.0,39350.0,1074007.0,8.74,300110,236840,-547280
2005-08-12,39400.0,39900.0,635457.0,8.86,131469,25372,-152920
2005-08-16,39650.0,39100.0,716540.0,8.69,228648,-62898,-151530
2005-08-17,38850.0,39000.0,508532.0,8.66,37423,84927,-107390
2005-08-18,38850.0,39000.0,905546.0,8.66,130522,76226,-206868
2005-08-19,38700.0,39800.0,595617.0,8.84,-80727,109717,-105550
2005-08-22,39800.0,40200.0,718058.0,8.93,-22499,269020,-265639
2005-08-23,40000.0,40000.0,469000.0,8.89,7654,162116,-194280
2005-08-24,39900.0,39150.0,726738.0,8.7,226998,-76898,-161940
2005-08-25,39050.0,39900.0,903609.0,8.86,-6874,139464,-344290
2005-08-26,39350.0,39400.0,710025.0,8.75,136229,146641,-233840
2005-08-29,38800.0,38750.0,586454.0,8.61,143339,124723,-257490
2005-08-30,38750.0,39050.0,632207.0,8.68,63179,123159,-184500
2005-08-31,38700.0,39000.0,458297.0,8.66,22712,96303,-120425
2005-09-01,39000.0,39200.0,536526.0,8.71,11569,145441,-151600
2005-09-02,39100.0,39550.0,437654.0,8.79,24733,43317,-55580
2005-09-05,39900.0,39550.0,320652.0,8.79,38907,-97707,66990
2005-09-06,39600.0,39850.0,721514.0,8.85,-108138,139588,-52180
2005-09-07,40000.0,40700.0,546034.0,9.04,-148515,131044,21091
2005-09-08,41200.0,41200.0,1061131.0,9.15,-176273,183223,113260
2005-09-09,41200.0,41450.0,575283.0,9.21,-127037,101747,36120
2005-09-12,41450.0,42000.0,627854.0,9.33,-191844,224053,-27020
2005-09-13,42300.0,41950.0,404357.0,9.32,4950,-83750,83620
2005-09-14,41550.0,42400.0,378496.0,9.42,-140356,63996,39230
2005-09-15,42150.0,43000.0,790040.0,9.55,-271900,24160,263000
2005-09-16,42900.0,42350.0,629024.0,9.41,60160,42710,-131030
2005-09-20,42650.0,42300.0,516752.0,9.4,18397,-76907,71490
2005-09-21,42300.0,41800.0,496487.0,9.29,-26248,-8912,26660
2005-09-22,41400.0,41300.0,545629.0,9.17,39415,138323,-112880
2005-09-23,41100.0,41650.0,664460.0,9.25,-5976,125801,-249320
2005-09-26,41650.0,43150.0,932170.0,9.59,-246617,59417,93810
2005-09-27,42900.0,42700.0,727713.0,9.49,2355,-258795,236350
2005-09-28,42600.0,43000.0,596936.0,9.55,-34248,-42133,70280
2005-09-29,43000.0,43700.0,665621.0,9.71,-241456,150186,-63940
2005-09-30,43650.0,44050.0,1055477.0,9.79,-306708,-39151,154709
2005-10-04,44150.0,43900.0,754143.0,9.75,-3581,190711,-231770
2005-10-05,43500.0,43900.0,707004.0,9.75,-46823,6023,49480
2005-10-06,43500.0,43500.0,609188.0,9.66,-49140,-64244,95734
2005-10-07,43500.0,43850.0,683855.0,9.74,-156769,107179,-61340
2005-10-10,43600.0,44350.0,581304.0,9.85,-175241,211601,-68780
2005-10-11,44400.0,44400.0,339053.0,9.86,-95955,168893,-52138
2005-10-12,44400.0,44500.0,706417.0,9.89,-161280,153849,13221
2005-10-13,44100.0,44000.0,835430.0,9.77,-3318,-176142,-5380
2005-10-14,44450.0,45150.0,882370.0,10.03,-212002,-24838,163830
2005-10-17,45000.0,44900.0,305386.0,9.97,-108903,122790,-24127
2005-10-18,45150.0,44950.0,637518.0,9.99,-126755,-211242,311317
2005-10-19,44600.0,44050.0,593860.0,9.79,-113390,-82370,142200
2005-10-20,44150.0,44100.0,774458.0,9.8,-52736,165963,-129587
2005-10-21,43950.0,43550.0,974981.0,9.67,59435,44952,-82350
2005-10-24,43550.0,43350.0,572971.0,9.63,43984,-101672,46968
2005-10-25,43650.0,43350.0,605407.0,9.63,32575,90744,-118229
2005-10-26,43150.0,42850.0,490951.0,9.52,15573,65591,-132650
2005-10-27,42850.0,42250.0,979418.0,9.39,113640,-42669,-166550
2005-10-28,41900.0,41800.0,584890.0,9.29,77797,-105107,22990
2005-10-31,41950.0,41900.0,578760.0,9.31,69374,89396,-161380
2005-11-01,42100.0,42200.0,355115.0,9.37,38675,-11635,-41270
2005-11-02,42150.0,43050.0,443167.0,9.56,-49525,150985,-159320
2005-11-03,43150.0,43000.0,601277.0,9.55,38260,-14410,-1720
2005-11-04,42800.0,42200.0,1115533.0,9.37,294728,1170,-174950
2005-11-07,42250.0,42050.0,564291.0,9.34,136505,36735,-76190
2005-11-08,42000.0,42300.0,630298.0,9.4,19359,-81939,165470
2005-11-09,41850.0,42250.0,467526.0,9.39,-34930,109980,-117020
2005-11-10,42100.0,42250.0,567651.0,9.39,95803,-108623,-60680
2005-11-11,42050.0,42700.0,824193.0,9.49,29972,-139978,112326
2005-11-14,42900.0,42600.0,541275.0,9.46,143527,-265931,130384
2005-11-15,42550.0,42300.0,440238.0,9.4,48698,-35998,-27040
2005-11-16,42050.0,42400.0,451988.0,9.42,-19031,-18679,9440
2005-11-17,42550.0,42750.0,421843.0,9.5,-16662,-24898,45170
2005-11-18,42900.0,42500.0,584914.0,9.44,46700,-29180,-17060
2005-11-21,42300.0,42400.0,607195.0,9.42,28147,-30117,-21980
2005-11-22,42150.0,41850.0,464401.0,9.3,82452,-131462,42550
2005-11-23,42000.0,42300.0,545310.0,9.4,-124210,59680,41000
2005-11-24,42300.0,42450.0,563330.0,9.43,-64084,-133116,153430
2005-11-25,42300.0,42800.0,485654.0,9.51,-39133,-80380,102710
2005-11-28,42850.0,42850.0,328967.0,9.52,35120,20970,-64540
2005-11-29,42900.0,42300.0,584057.0,9.4,139583,-19603,-147690
2005-11-30,42100.0,42350.0,866787.0,9.41,131127,216743,-386550
2005-12-01,42150.0,42300.0,1051311.0,9.4,412161,-57430,-414940
2005-12-02,42350.0,42050.0,1158069.0,9.34,369087,-351,-356476
2005-12-05,42050.0,42050.0,649723.0,9.34,15291,-29011,-23140
2005-12-06,41850.0,41900.0,457191.0,9.31,4034,27386,-68330
2005-12-07,41800.0,42100.0,939977.0,9.35,144741,-133141,-94910
2005-12-08,41750.0,41800.0,997827.0,9.29,102100,227960,-180230
2005-12-09,41600.0,41750.0,507764.0,9.27,87240,83270,-138370
2005-12-12,41850.0,42100.0,716934.0,9.35,115068,97542,-163370
2005-12-13,42100.0,42050.0,473689.0,9.34,239264,-74739,-115890
2005-12-14,42350.0,41900.0,750923.0,9.31,346893,-226983,-147650
2005-12-15,41850.0,41250.0,1261117.0,9.16,340458,-141728,-204800
2005-12-16,41200.0,41050.0,565453.0,9.12,4590,-41761,63511
2005-12-19,41000.0,41000.0,687656.0,9.11,97852,123433,-226535
2005-12-20,40900.0,41350.0,587782.0,9.19,57832,-234461,169389
2005-12-21,41550.0,41500.0,399444.0,9.22,61878,-13644,-51204
2005-12-22,41800.0,41900.0,535322.0,9.31,2804,-38164,35970
2005-12-23,41900.0,42100.0,610019.0,9.35,104270,-120350,-50060
2005-12-26,42300.0,42850.0,981184.0,9.52,92249,39011,-108270
2005-12-27,42700.0,43100.0,1521645.0,9.57,192888,-124968,-104470
2005-12-28,41600.0,41100.0,830650.0,9.13,123609,-169459,63970
2005-12-29,41100.0,40850.0,961477.0,9.07,-59648,-19310,94636
2006-01-02,40700.0,40600.0,739691.0,10.65,101820,-123290,42150
2006-01-03,40600.0,40700.0,783359.0,10.68,11235,-214135,225250
2006-01-04,40950.0,40900.0,917809.0,10.73,153830,-154680,50210
2006-01-05,40800.0,40850.0,543266.0,10.72,-102543,31343,51870
2006-01-06,40900.0,40700.0,751855.0,10.68,123757,-144507,75280
2006-01-09,40700.0,40300.0,944558.0,10.58,200460,-61860,-80150
2006-01-10,40300.0,40150.0,992728.0,10.54,-27864,-35896,97390
2006-01-11,39750.0,39700.0,1063113.0,10.42,276196,67514,-308320
2006-01-12,39550.0,39650.0,804783.0,10.41,161450,-235740,146310
2006-01-13,39700.0,39700.0,593829.0,10.42,118704,-209034,77720
2006-01-16,39850.0,39550.0,651194.0,10.38,159776,-143426,-41970
2006-01-17,39450.0,39350.0,860472.0,10.33,-7589,-80711,111360
2006-01-18,39300.0,39000.0,1223094.0,10.23,-267867,210817,44760
2006-01-19,38800.0,39050.0,629869.0,10.25,-54022,99202,-34500
2006-01-20,38850.0,38600.0,867619.0,10.13,-72846,-336,100802
2006-01-23,38700.0,38650.0,1035887.0,10.14,-409901,689741,-76480
2006-01-24,38700.0,38650.0,883494.0,10.14,-32131,58461,-26360
2006-01-25,38450.0,38250.0,946801.0,10.04,375215,-417525,61030
2006-01-26,38200.0,37800.0,911898.0,9.92,213995,-116925,-156360
2006-01-27,38050.0,38700.0,884000.0,10.16,65120,-52720,-56530
2006-01-31,38750.0,38450.0,548430.0,10.09,99883,-152991,54228
2006-02-01,38300.0,38600.0,501746.0,10.13,-82225,89392,-10017
2006-02-02,38600.0,39500.0,1910399.0,10.37,-87966,67166,34240
2006-02-03,39350.0,39300.0,1343681.0,10.31,-213730,283840,-133180
2006-02-06,39000.0,39700.0,1196389.0,10.42,-156578,272858,-68280
2006-02-07,39650.0,39500.0,627441.0,10.37,-95012,83804,-57802
2006-02-08,39100.0,39100.0,1099596.0,10.26,87040,-120630,-71160
2006-02-09,38800.0,38750.0,647884.0,10.17,51841,-64911,-7950
2006-02-10,38750.0,38700.0,742912.0,10.16,9465,-196025,280140
2006-02-13,38450.0,38550.0,635526.0,10.12,59757,-330477,306560
2006-02-14,38250.0,38900.0,456646.0,10.21,-148061,59421,71790
2006-02-15,38900.0,38700.0,512665.0,10.16,44924,-62144,33410
2006-02-16,38700.0,38700.0,337623.0,10.16,-55931,-20589,57880
2006-02-17,38850.0,38600.0,495994.0,10.13,33600,-105790,73970
2006-02-20,38650.0,39200.0,655324.0,10.29,-113111,195631,-77900
2006-02-21,39100.0,39000.0,455407.0,10.23,7162,148268,-148650
2006-02-22,39000.0,38750.0,881048.0,10.17,14427,48363,-148690
2006-02-23,38900.0,38750.0,536535.0,10.17,-91380,192330,-77630
2006-02-24,38950.0,38900.0,580670.0,10.21,15906,-6406,-17350
2006-02-27,38850.0,38550.0,681109.0,10.12,166998,194802,-332440
2006-02-28,38700.0,38550.0,495028.0,10.12,144719,-35189,-106090
2006-03-02,38350.0,38650.0,641219.0,10.14,-102196,210356,-111170
2006-03-03,38500.0,38350.0,1088002.0,10.06,126373,170027,-429090
2006-03-06,38100.0,38300.0,613828.0,10.05,64090,30320,-158370
2006-03-07,38200.0,38200.0,604093.0,10.02,23430,52740,-78030
2006-03-08,38000.0,38100.0,669742.0,10.0,-98448,132304,-171856
2006-03-09,38150.0,38350.0,1440177.0,10.06,1893,137647,-219440
2006-03-10,38700.0,38500.0,394046.0,10.1,3090,-142900,137050
2006-03-13,38500.0,38700.0,565594.0,10.16,-387,78337,-97040
2006-03-14,38950.0,38650.0,368430.0,10.14,-1477,-143250,144087
2006-03-15,38650.0,38850.0,540813.0,10.2,-120630,131610,-61540
2006-03-16,38900.0,39100.0,595548.0,10.26,-93175,25655,-11800
2006-03-17,38900.0,39050.0,492671.0,10.25,-1136,-127754,60880
2006-03-20,38800.0,39100.0,360904.0,10.26,-20072,99976,-87174
2006-03-21,38850.0,38900.0,377781.0,10.21,-31078,-84801,117649
2006-03-22,38800.0,38600.0,702742.0,10.13,63178,49646,-113624
2006-03-23,38800.0,38500.0,621517.0,10.1,-72025,-131961,207386
2006-03-24,38400.0,38450.0,420332.0,10.09,35894,39380,-127914
2006-03-27,38450.0,38300.0,464399.0,10.05,3439,47583,-115782
2006-03-28,38300.0,38200.0,828973.0,10.02,147945,-157461,22776
2006-03-29,38200.0,38300.0,698980.0,10.05,-126226,25976,121320
2006-03-30,38400.0,38450.0,352074.0,10.09,-18374,35654,30480
2006-03-31,38750.0,39050.0,1175066.0,10.25,-114165,230372,-176377
2006-04-03,39100.0,39350.0,686653.0,10.33,-100531,-8349,19480
2006-04-04,39300.0,39100.0,645236.0,10.26,232149,-194158,-43901
2006-04-05,39100.0,38750.0,632776.0,10.17,136865,-75435,10420
2006-04-06,38950.0,39150.0,677472.0,10.27,-112220,99230,-35870
2006-04-07,39250.0,39300.0,331836.0,10.31,13655,56555,820
2006-04-10,39100.0,39950.0,1486750.0,10.48,-82142,116276,5336
2006-04-11,40000.0,39800.0,951667.0,10.44,2590,-134040,24630
2006-04-12,39650.0,39800.0,471582.0,10.44,128948,-239070,33856
2006-04-13,39700.0,39900.0,527707.0,10.47,54616,57144,-117560
2006-04-14,39900.0,40150.0,876689.0,10.54,-46257,57883,-10640
2006-04-17,39900.0,40400.0,1084093.0,10.6,-117369,99310,-64731
2006-04-18,40500.0,41550.0,3218200.0,10.9,-291194,414093,-400270
2006-04-19,41900.0,41650.0,1006063.0,10.93,5810,246200,-315890
2006-04-20,41650.0,41400.0,897540.0,10.86,28308,25326,-150464
2006-04-21,41300.0,42100.0,1413820.0,11.05,35104,132346,-199410
2006-04-24,42450.0,42100.0,1375562.0,11.05,-181924,640913,-451834
2006-04-25,42150.0,42200.0,1037097.0,11.07,-155834,260751,-119537
2006-04-26,42400.0,42350.0,568028.0,11.11,-117579,118029,6250
2006-04-27,42200.0,42750.0,1139961.0,11.22,-2238,344638,-373870
2006-04-28,42750.0,42400.0,763774.0,11.13,-94385,-94595,-63650
2006-05-02,42300.0,43100.0,1158315.0,11.31,-58391,364875,-222644
2006-05-03,42800.0,42900.0,745745.0,11.26,-16130,-194060,-74800
2006-05-04,42900.0,43150.0,862997.0,11.32,-117368,154258,-138610
2006-05-08,43400.0,43000.0,627765.0,11.28,-83321,-6159,-29710
2006-05-09,43050.0,42400.0,888813.0,11.13,-280253,-68707,48820
2006-05-10,42350.0,41950.0,1335444.0,11.01,-23921,-118229,-130090
2006-05-11,41850.0,42400.0,741985.0,11.13,-92643,1780,130730
2006-05-12,42000.0,41800.0,959343.0,10.97,129019,-96120,35701
2006-05-15,41500.0,41200.0,678902.0,10.81,-18889,-246913,11902
2006-05-16,41300.0,40900.0,950211.0,10.73,-101274,-206791,81760
2006-05-17,41050.0,41100.0,519159.0,10.79,-70668,-103484,157402
2006-05-18,40500.0,40750.0,805601.0,10.69,-66168,74979,-107461
2006-05-19,40750.0,40600.0,526822.0,10.65,21857,17930,-141495
2006-05-22,40650.0,40250.0,521661.0,10.56,-40168,-3817,-67410
2006-05-23,40200.0,40600.0,761979.0,10.65,-147922,248222,-127430
2006-05-24,40650.0,41000.0,778373.0,10.76,-80697,-112393,137540
2006-05-25,41000.0,40600.0,757901.0,10.65,-170754,-307440,294404
2006-05-26,40850.0,40850.0,874575.0,10.72,-37960,-242776,309270
2006-05-29,40850.0,40800.0,524242.0,10.71,-11975,-110495,-4370
2006-05-30,40600.0,40350.0,762016.0,10.59,-80151,-235030,272011
2006-06-01,40200.0,41000.0,1050101.0,10.76,-233660,-241000,493530
2006-06-02,41500.0,41850.0,1110328.0,10.98,-177643,54433,141870
2006-06-05,42000.0,41700.0,522765.0,10.94,-102828,2348,75980
2006-06-07,41600.0,41450.0,787618.0,10.88,-340038,110538,-26160
2006-06-08,41600.0,40200.0,997031.0,10.55,-43962,-211198,98400
2006-06-09,40600.0,39900.0,737955.0,10.47,67166,-244926,-48330
2006-06-12,39900.0,39500.0,786757.0,10.37,24587,174113,-108370
2006-06-13,39200.0,39100.0,853879.0,10.26,-96390,-76890,245610
2006-06-14,38850.0,39150.0,473992.0,10.27,-19108,74780,-43390
2006-06-15,39150.0,39050.0,553182.0,10.25,-6190,-248775,25735
2006-06-16,39600.0,39250.0,740090.0,10.3,-24460,-136440,242810
2006-06-19,38800.0,39000.0,863037.0,10.23,51525,-283665,66720
2006-06-20,39000.0,38600.0,448701.0,10.13,33599,-160229,40050
2006-06-21,38850.0,38550.0,417547.0,10.12,-1782,-221018,54250
2006-06-22,38800.0,38600.0,940739.0,10.13,140972,-263652,130720
2006-06-23,38550.0,38500.0,388494.0,10.1,13525,-158825,96040
2006-06-26,38500.0,38700.0,327233.0,10.16,-59530,-19390,-26030
2006-06-27,38700.0,38700.0,495019.0,10.16,89332,-247222,149240
2006-06-28,38650.0,38200.0,869483.0,10.02,157226,-330276,204700
2006-06-29,38400.0,38750.0,675222.0,10.17,-117416,-40060,57220
2006-06-30,39400.0,39150.0,547383.0,10.27,-62488,-115692,187540
2006-07-03,39500.0,39150.0,409204.0,10.27,21259,-83149,72190
2006-07-04,39150.0,39000.0,407029.0,10.23,-617,-68883,84080
2006-07-05,38900.0,38900.0,422713.0,10.21,-24867,-77843,120720
2006-07-06,38900.0,38750.0,478065.0,10.17,51444,-175164,178950
2006-07-07,38950.0,38650.0,392899.0,10.14,52769,-184619,100030
2006-07-10,38500.0,39000.0,559741.0,10.23,-67130,21800,93540
2006-07-11,39250.0,38900.0,360035.0,10.21,31765,-87195,52070
2006-07-12,39050.0,38550.0,454703.0,10.12,72313,41607,-115440
2006-07-13,38550.0,38450.0,534711.0,10.09,65137,-249147,185070
2006-07-14,38100.0,37800.0,643476.0,9.92,251527,-226247,-32440
2006-07-18,37650.0,37650.0,362771.0,9.88,-40474,-119656,164360
2006-07-19,37900.0,37800.0,359203.0,9.92,-28547,-13185,40062
2006-07-20,38400.0,38700.0,644276.0,10.16,-190512,-43840,242620
2006-07-21,38300.0,38500.0,353728.0,10.1,-29570,-64975,93990
2006-07-24,38300.0,38300.0,364109.0,10.05,31508,-49058,42400
2006-07-25,38550.0,38700.0,355003.0,10.16,-118244,63844,69480
2006-07-26,38700.0,38750.0,372591.0,10.17,-43833,101411,-51888
2006-07-27,38850.0,38950.0,549088.0,10.22,-74179,80979,-9410
2006-07-28,38950.0,39250.0,372251.0,10.3,-118300,-25257,156230
2006-07-31,39650.0,39200.0,462985.0,10.29,-67451,-55949,100140
2006-08-01,39550.0,39450.0,454972.0,10.35,-80808,64948,27240
2006-08-02,39400.0,39100.0,484346.0,10.26,-73843,59703,30830
2006-08-03,39150.0,39300.0,586641.0,10.31,-1148,-245311,263000
2006-08-04,39350.0,39100.0,511742.0,10.26,26288,-35075,32506
2006-08-07,39500.0,39500.0,756034.0,10.37,-77112,-66239,106980
2006-08-08,39850.0,40500.0,991022.0,10.63,-131550,288197,-184177
2006-08-09,40100.0,40650.0,464001.0,10.67,-56587,50117,-490
2006-08-10,40500.0,40200.0,555412.0,10.55,7391,-83498,40890
2006-08-11,40300.0,40150.0,432546.0,10.54,-48495,-33396,46210
2006-08-14,40200.0,40700.0,451387.0,10.68,-87133,117823,-67940
2006-08-16,41000.0,41400.0,1116805.0,10.86,-247559,216478,-114810
2006-08-17,41450.0,41350.0,365152.0,10.85,-118890,52200,68050
2006-08-18,41350.0,41300.0,425156.0,10.84,-114216,119206,28660
2006-08-21,41200.0,41000.0,307479.0,10.76,-36923,27543,-11740
2006-08-22,41400.0,41450.0,532303.0,10.88,-164129,162068,-22990
2006-08-23,41450.0,41300.0,345090.0,10.84,-113020,89125,5140
2006-08-24,41300.0,41300.0,394385.0,10.84,-140650,9620,107710
2006-08-25,41250.0,41600.0,760084.0,10.92,-211739,245339,-6390
2006-08-28,41600.0,41700.0,319295.0,10.94,-28136,15016,-21090
2006-08-29,42150.0,41750.0,367892.0,10.96,-69454,40284,37530
2006-08-30,41800.0,41500.0,446393.0,10.89,-29347,123004,-80910
2006-08-31,41800.0,41950.0,612925.0,11.01,-190088,95678,108270
2006-09-01,41950.0,41850.0,352811.0,10.98,-32070,123000,-120570
2006-09-04,41950.0,42000.0,293190.0,11.02,-76113,60213,50980
2006-09-05,42000.0,41900.0,283489.0,11.0,-25081,-40774,68620
2006-09-06,41800.0,41850.0,384996.0,10.98,-27263,87903,-94390
2006-09-07,41850.0,42100.0,380564.0,11.05,-121548,55048,53350
2006-09-08,41950.0,42000.0,287040.0,11.02,5390,4150,-22060
2006-09-11,41900.0,41900.0,729774.0,11.0,-34307,17307,371250
2006-09-12,41750.0,41750.0,328094.0,10.96,-33491,73269,-45810
2006-09-13,41800.0,41750.0,163436.0,10.96,-15522,35452,-16350
2006-09-14,41550.0,41350.0,1142503.0,10.85,55197,-5587,27100
2006-09-15,41350.0,41150.0,752996.0,10.8,140732,-150382,10160
2006-09-18,41150.0,41300.0,559515.0,10.84,-15922,53092,-87910
2006-09-19,41300.0,41350.0,254160.0,10.85,-22077,-51474,77319
2006-09-20,41050.0,40600.0,584013.0,10.65,75549,-1882,-89320
2006-09-21,40800.0,40550.0,432859.0,10.64,92449,26736,-118321
2006-09-22,40500.0,40350.0,420293.0,10.59,26564,-8004,-43510
2006-09-25,40400.0,40850.0,488041.0,10.72,-18160,115650,-92430
2006-09-26,40750.0,40350.0,409259.0,10.59,16651,-89479,36382
2006-09-27,40750.0,41000.0,743482.0,10.76,-21433,123505,-48744
2006-09-28,41000.0,41050.0,950320.0,10.77,35510,383202,-484900
2006-09-29,40950.0,40800.0,378679.0,10.71,70485,47944,-139670
2006-10-02,40800.0,40900.0,527471.0,10.73,61648,180449,-335170
2006-10-04,40800.0,40450.0,604271.0,10.62,28589,-106464,6045
2006-10-09,40500.0,40150.0,1200438.0,10.54,-289238,-11852,297090
2006-10-10,40200.0,39950.0,369587.0,10.48,68691,23869,-114690
2006-10-11,40000.0,39550.0,444240.0,10.38,121796,-55806,-74730
2006-10-12,39550.0,39700.0,692223.0,10.42,104239,-63557,-21302
2006-10-13,40050.0,40500.0,513748.0,10.63,-51649,-76761,141530
