Symbol,한국전력_시가(원),한국전력_종가(원),한국전력_거래량(주),한국전력_PER(IFRS-연결),한국전력_순매수수량(개인)(주),한국전력_순매수수량(기관계)(주),한국전력_순매수수량(외국인계)(주)
2004-09-02,20750.0,21000.0,1439778.0,5.79,-393691,149882,286149
2004-09-03,21000.0,21650.0,1824496.0,5.96,-593857,-48423,711580
2004-09-06,21600.0,21900.0,1438102.0,6.03,-318718,363118,-66200
2004-09-07,21700.0,21550.0,945395.0,5.94,-29508,176328,-171770
2004-09-08,21500.0,21650.0,877090.0,5.96,-84720,-59180,146900
2004-09-09,21650.0,21650.0,1801311.0,5.96,12602,-587304,270232
2004-09-10,21650.0,21450.0,1165468.0,5.91,55108,-83958,61500
2004-09-13,21450.0,21800.0,1132791.0,6.01,-259677,252235,104082
2004-09-14,21850.0,22000.0,1560992.0,6.06,-500119,-67071,662920
2004-09-15,22200.0,22000.0,660351.0,6.06,-116122,-91098,256570
2004-09-16,21900.0,22100.0,1005580.0,6.09,-208506,89766,73860
2004-09-17,22000.0,22100.0,635248.0,6.09,-96600,-21800,120970
2004-09-20,22000.0,22400.0,709514.0,6.17,-128006,72666,51310
2004-09-21,22350.0,22250.0,449038.0,6.13,-107052,212581,-109449
2004-09-22,22300.0,21900.0,734700.0,6.03,-9735,-150905,169230
2004-09-23,22000.0,21700.0,1276237.0,5.98,-86220,-123490,201800
2004-09-24,21750.0,21700.0,401208.0,5.98,15352,-158242,143680
2004-09-30,21700.0,21750.0,779998.0,5.99,-16658,243240,-231642
2004-10-01,21750.0,21550.0,616225.0,5.94,-14154,102368,-91654
2004-10-04,21700.0,22300.0,1476501.0,6.14,-127303,133433,49220
2004-10-05,22100.0,21800.0,821971.0,6.01,59025,8335,-63350
2004-10-06,21950.0,21850.0,843874.0,6.02,-28730,-130170,191330
2004-10-07,21850.0,21650.0,977585.0,5.96,79950,98800,-180170
2004-10-08,21750.0,22250.0,1003648.0,6.13,-237710,39310,215290
2004-10-11,22000.0,22350.0,562600.0,6.16,-43278,-50189,62707
2004-10-12,22150.0,21950.0,838770.0,6.05,132356,-312346,159580
2004-10-13,21800.0,21750.0,460867.0,5.99,43329,-133159,73040
2004-10-14,21900.0,21600.0,774823.0,5.95,-13323,-150637,203030
2004-10-15,21650.0,21950.0,875676.0,6.05,-15293,-20867,113740
2004-10-18,21950.0,22050.0,675417.0,6.07,-8910,58860,-25840
2004-10-19,22000.0,22100.0,608786.0,6.09,-51663,181520,-153007
2004-10-20,21850.0,21700.0,692981.0,5.98,30920,77380,-136690
2004-10-21,21650.0,21700.0,776213.0,5.98,17438,-222628,275030
2004-10-22,21700.0,21950.0,415769.0,6.05,-55272,-29678,89830
2004-10-25,21850.0,21300.0,1382786.0,5.87,141281,46739,-64510
2004-10-26,21500.0,21550.0,388680.0,5.94,-34120,-27310,72290
2004-10-27,21450.0,21550.0,626829.0,5.94,-8220,-99001,177390
2004-10-28,21900.0,22750.0,2695328.0,6.27,-310616,728136,-874980
2004-10-29,22800.0,23150.0,1762478.0,6.38,-336678,427736,-159928
2004-11-01,22950.0,23000.0,1119355.0,6.34,-61590,163630,-93770
2004-11-02,22900.0,23150.0,1252952.0,6.38,-192380,433960,-295300
2004-11-03,23050.0,23200.0,1244773.0,6.39,-60030,343750,-313180
2004-11-04,22950.0,23050.0,1126381.0,6.35,-118983,67373,59870
2004-11-05,23050.0,23450.0,1445426.0,6.46,-197821,298141,-96270
2004-11-08,23100.0,23100.0,1151581.0,6.36,14771,-157611,118420
2004-11-09,23350.0,23200.0,856807.0,6.39,20390,50810,-131460
2004-11-10,23200.0,23950.0,1861215.0,6.6,-194044,631204,-482970
2004-11-11,23900.0,23850.0,1181672.0,6.57,-109554,-74926,200220
2004-11-12,24000.0,23850.0,5067557.0,6.57,-238831,326651,-122360
2004-11-15,24200.0,24250.0,1546998.0,6.68,-132163,-95367,198170
2004-11-16,24300.0,24250.0,1448837.0,6.68,-56930,208030,-223640
2004-11-17,24350.0,24750.0,1838291.0,6.82,33260,59038,-203888
2004-11-18,24400.0,24800.0,1047737.0,6.83,-66930,52820,-11770
2004-11-19,24750.0,24500.0,1016684.0,6.75,55213,156267,-230850
2004-11-22,24600.0,24150.0,3508263.0,6.65,66251,-506431,383610
2004-11-23,24200.0,24450.0,1624070.0,6.74,-17718,326238,-323050
2004-11-24,24550.0,25200.0,1892693.0,6.94,-301661,516051,-348790
2004-11-25,25200.0,25050.0,1699345.0,6.9,130198,105372,-298070
2004-11-26,25050.0,24700.0,2561191.0,6.8,64363,255720,-493603
2004-11-29,25100.0,26100.0,2247815.0,7.19,-148198,-13362,43050
2004-11-30,26000.0,26200.0,2144992.0,7.22,134414,393176,-531340
2004-12-01,26100.0,26000.0,832126.0,7.16,-41131,185791,-161170
2004-12-02,26100.0,26200.0,2211187.0,7.22,-42599,662429,-567440
2004-12-03,26200.0,26300.0,1923220.0,7.25,-150482,218212,-66440
2004-12-06,26300.0,26100.0,1024025.0,7.19,-9850,-53280,56990
2004-12-07,26050.0,25950.0,946393.0,7.15,-59600,-53160,103830
2004-12-08,26150.0,26550.0,2479447.0,7.31,-319341,445371,-233070
2004-12-09,26500.0,26600.0,3350971.0,7.33,274746,338054,-746910
2004-12-10,27000.0,25800.0,1138672.0,7.11,45432,24348,16630
2004-12-13,25700.0,26250.0,870272.0,7.23,-192007,357587,-146830
2004-12-14,26300.0,25900.0,1286232.0,7.14,28620,305540,-312650
2004-12-15,25700.0,26800.0,1091970.0,7.38,-278392,109827,205785
2004-12-16,27000.0,26450.0,1114577.0,7.29,1175,-159777,159162
2004-12-17,26450.0,26200.0,1106370.0,7.22,-24753,316573,-313830
2004-12-20,26050.0,26950.0,1357399.0,7.42,-187342,139062,30940
2004-12-21,26500.0,27400.0,1091024.0,7.55,-152369,150499,37720
2004-12-22,27400.0,27200.0,1300245.0,7.49,-31357,379567,-353870
2004-12-23,27350.0,27250.0,947683.0,7.51,5891,151319,-118080
2004-12-24,27100.0,27100.0,1356539.0,7.47,33520,444780,-391310
2004-12-27,27200.0,26800.0,1499067.0,7.38,627,590778,-509015
2004-12-28,26850.0,27550.0,2086689.0,7.59,-327844,59254,114940
2004-12-29,26700.0,27000.0,1135328.0,7.44,-136304,3214,275760
2004-12-30,26800.0,26850.0,1223439.0,7.4,13600,-326200,379670
2005-01-03,26900.0,27950.0,993335.0,6.21,-297607,76017,228300
2005-01-04,27850.0,27550.0,1029013.0,6.12,-41274,-15274,35428
2005-01-05,27000.0,26500.0,1065270.0,5.89,235745,-148985,-36560
2005-01-06,26000.0,25500.0,1175449.0,5.67,181294,-208584,29770
2005-01-07,25800.0,25600.0,899758.0,5.69,81072,-16285,-46390
2005-01-10,25700.0,25750.0,892928.0,5.72,-45306,-430824,510460
2005-01-11,25750.0,26800.0,1524788.0,5.96,-206655,-154020,473385
2005-01-12,26700.0,27300.0,1738124.0,6.07,-322525,-179545,640640
2005-01-13,27200.0,27400.0,1233951.0,6.09,-202318,-153422,261800
2005-01-14,27100.0,28300.0,1702940.0,6.29,-343988,-5687,464640
2005-01-17,28300.0,28550.0,1434820.0,6.35,-142424,-327683,486390
2005-01-18,28500.0,27600.0,1468497.0,6.14,123098,-311138,206780
2005-01-19,27400.0,27150.0,1231001.0,6.04,161249,-250373,65224
2005-01-20,27200.0,26800.0,945556.0,5.96,59624,-114774,62210
2005-01-21,26800.0,27650.0,983443.0,6.15,-124650,35054,58746
2005-01-24,27500.0,27600.0,1136952.0,6.14,-81779,-502515,639414
2005-01-25,27250.0,26800.0,727391.0,5.96,191766,10214,-187200
2005-01-26,26700.0,26650.0,1120403.0,5.92,116521,49049,-137980
2005-01-27,26500.0,26850.0,924395.0,5.97,8604,9246,66940
2005-01-28,26850.0,27100.0,839622.0,6.02,-25280,-6630,33790
2005-01-31,26800.0,27800.0,914217.0,6.18,-202316,157546,28550
2005-02-01,28000.0,27700.0,805789.0,6.16,-55863,-124467,227250
2005-02-02,28000.0,27800.0,751137.0,6.18,-156884,-103246,267060
2005-02-03,28250.0,28150.0,517765.0,6.26,-170621,-27354,205820
2005-02-04,28000.0,27650.0,528146.0,6.15,23370,-135280,12540
2005-02-07,27800.0,27950.0,1096927.0,6.21,-82952,-340558,373620
2005-02-11,27900.0,27550.0,1247912.0,6.12,93830,-429090,474780
2005-02-14,27600.0,27900.0,1062080.0,6.2,-336428,321938,-17070
2005-02-15,28050.0,27900.0,1485931.0,6.2,33957,-302317,279140
2005-02-16,28050.0,28150.0,1136082.0,6.26,-68485,-50555,158320
2005-02-17,28250.0,27900.0,946630.0,6.2,-6449,-62341,110590
2005-02-18,27550.0,27350.0,853773.0,6.08,271801,-27193,-242400
2005-02-21,27050.0,26500.0,1824160.0,5.89,854436,-706916,-49210
2005-02-22,26500.0,26500.0,920158.0,5.89,289374,-85044,-212220
2005-02-23,26700.0,27000.0,1624645.0,6.0,-32820,625590,-593160
2005-02-24,27000.0,27350.0,1146109.0,6.08,-293591,-97199,428930
2005-02-25,27700.0,27450.0,718606.0,6.1,25986,-23496,10440
2005-02-28,27200.0,27500.0,1098769.0,6.11,10840,-505580,493160
2005-03-02,27500.0,27000.0,1504117.0,6.0,327799,-318030,108460
2005-03-03,27100.0,26900.0,881785.0,5.98,53325,38135,-55840
2005-03-04,26900.0,26700.0,997661.0,5.94,71427,63333,-159480
2005-03-07,26850.0,26500.0,1523374.0,5.89,208820,60974,-283144
2005-03-08,26500.0,26500.0,680904.0,5.89,-67516,107616,-65190
2005-03-09,27000.0,28150.0,1704563.0,6.26,-851706,606946,25870
2005-03-10,28400.0,27000.0,2144452.0,6.0,112605,524900,-513135
2005-03-11,27350.0,28000.0,1345968.0,6.22,-177671,464441,-389830
2005-03-14,27800.0,27700.0,1190018.0,6.16,97576,-171239,-97070
2005-03-15,27700.0,26900.0,1256835.0,5.98,162186,120014,-276170
2005-03-16,27100.0,26900.0,1216018.0,5.98,-185770,481600,-300430
2005-03-17,27200.0,27150.0,1096583.0,6.04,-126399,-8251,113050
2005-03-18,27550.0,28000.0,1394226.0,6.22,-552064,673454,-214200
2005-03-21,28000.0,27600.0,820218.0,6.14,-109696,226806,-129730
2005-03-22,27850.0,27600.0,916312.0,6.14,-54247,161146,-121399
2005-03-23,27600.0,26800.0,1085667.0,5.96,83995,88619,-214620
2005-03-24,26600.0,26350.0,1320076.0,5.86,220633,478627,-787020
2005-03-25,26550.0,26350.0,633624.0,5.86,2793,210097,-256440
2005-03-28,26300.0,26600.0,924825.0,5.91,42794,251256,-300760
2005-03-29,26400.0,25900.0,1187741.0,5.76,200319,-254046,4607
2005-03-30,25950.0,26000.0,780373.0,5.78,-37963,-29846,62909
2005-03-31,26400.0,26100.0,982423.0,5.8,24350,-279590,373870
2005-04-01,26450.0,26250.0,738939.0,5.84,-84868,5798,130650
2005-04-04,26650.0,26800.0,645311.0,5.96,-86481,-37229,173710
2005-04-06,27000.0,27150.0,986028.0,6.04,-238580,31070,181620
2005-04-07,27150.0,26800.0,655633.0,5.96,50891,160869,-207130
2005-04-08,26950.0,26600.0,745476.0,5.91,86628,-13256,-95892
2005-04-11,26800.0,27300.0,952506.0,6.07,-95100,73780,28260
2005-04-12,27350.0,27050.0,382607.0,6.01,-49524,-25026,72390
2005-04-13,27300.0,27800.0,771595.0,6.18,-292041,154661,67680
2005-04-14,27900.0,26800.0,1762221.0,5.96,113646,-567096,369780
2005-04-15,27100.0,26650.0,1443215.0,5.92,-5352,-263106,266680
2005-04-18,26700.0,26700.0,720210.0,5.94,-177682,110352,-7250
2005-04-19,26800.0,26750.0,826040.0,5.95,-113234,-119203,283360
2005-04-20,27200.0,27150.0,1031848.0,6.04,-16443,-122577,215720
2005-04-21,27000.0,27600.0,653317.0,6.14,-153499,-9834,166860
2005-04-22,27700.0,27600.0,342622.0,6.14,-12200,-8466,23120
2005-04-25,27600.0,28500.0,1080893.0,6.34,-294544,241984,38680
2005-04-26,28500.0,29250.0,1322735.0,6.5,-353380,188230,38970
2005-04-27,29150.0,28500.0,1284406.0,6.34,118228,-121280,85070
2005-04-28,28650.0,28400.0,789358.0,6.31,-116402,66673,-981
2005-04-29,28000.0,28900.0,733869.0,6.42,-169394,189868,-35000
2005-05-02,29000.0,29100.0,588916.0,6.47,-26019,305889,-309720
2005-05-03,29200.0,28650.0,576383.0,6.37,10690,46510,-142810
2005-05-04,28450.0,28200.0,894828.0,6.27,106450,128370,-189720
2005-05-06,28000.0,27800.0,1328689.0,6.18,158220,15280,-178990
2005-05-09,27900.0,27800.0,1111723.0,6.18,16314,-155974,213960
2005-05-10,27900.0,27500.0,761794.0,6.11,-2707,92017,-149020
2005-05-11,27250.0,27250.0,798100.0,6.06,66357,73533,-183430
2005-05-12,27200.0,26900.0,638570.0,5.98,129729,181081,-258070
2005-05-13,26700.0,26600.0,684629.0,5.91,87378,-868,-93860
2005-05-16,26750.0,26900.0,637132.0,5.98,-30944,149974,-174460
2005-05-17,27200.0,27600.0,830772.0,6.14,-105702,120656,-34884
2005-05-18,27400.0,28150.0,781077.0,6.26,-172779,355439,-172930
2005-05-19,28250.0,28950.0,883890.0,6.44,-324686,492678,-260722
2005-05-20,28700.0,29000.0,1003631.0,6.45,-207502,125632,7870
2005-05-23,29000.0,28950.0,426903.0,6.44,-74060,40360,-73570
2005-05-24,28750.0,28500.0,803882.0,6.34,2180,-85660,78630
2005-05-25,28250.0,28600.0,886603.0,6.36,-23445,-134680,173030
2005-05-26,28550.0,28250.0,456263.0,6.28,49584,225866,-311690
2005-05-27,28400.0,29200.0,1101463.0,6.49,-135501,223861,-237660
2005-05-30,29200.0,29300.0,451024.0,6.51,-55476,-4414,88590
2005-05-31,29300.0,29800.0,908842.0,6.62,-119735,94495,-6820
2005-06-01,29350.0,29450.0,933421.0,6.55,38086,214684,-296420
2005-06-02,29550.0,29150.0,588825.0,6.48,-18134,165744,-141660
2005-06-03,29050.0,29400.0,622580.0,6.54,-5643,162443,-217660
2005-06-07,29400.0,28900.0,515244.0,6.42,24746,163814,-208990
2005-06-08,29000.0,29750.0,987156.0,6.61,-64480,249530,-194470
2005-06-09,29450.0,30600.0,2082449.0,6.8,-90874,204644,7270
2005-06-10,30500.0,31400.0,1243466.0,6.98,-214113,60437,173176
2005-06-13,31700.0,31100.0,782445.0,6.91,-50044,174254,-142620
2005-06-14,30600.0,31300.0,759561.0,6.96,-51648,91438,-104020
2005-06-15,31600.0,33000.0,1243025.0,7.34,-94073,23473,42970
2005-06-16,32400.0,32350.0,1677497.0,7.19,78973,204165,-438358
2005-06-17,32400.0,32650.0,1141923.0,7.26,-28680,108145,-82150
2005-06-20,32200.0,31350.0,1078259.0,6.97,85160,62560,-258960
2005-06-21,31400.0,30900.0,1148392.0,6.87,90620,415320,-554040
2005-06-22,30900.0,32400.0,1275564.0,7.2,-189716,227916,-66160
2005-06-23,32400.0,33550.0,884097.0,7.46,-41334,-27966,-54950
2005-06-24,33050.0,33200.0,722096.0,7.38,53435,-66625,15060
2005-06-27,32400.0,31750.0,1227203.0,7.06,194884,22466,-220000
2005-06-28,31400.0,31500.0,840071.0,7.0,56007,316713,-445920
2005-06-29,31100.0,31300.0,1233375.0,6.96,27217,296843,-458290
2005-06-30,31200.0,31700.0,502053.0,7.05,-74931,197611,-136200
2005-07-01,31700.0,32850.0,953860.0,7.3,-159382,-11638,160960
2005-07-04,32900.0,32350.0,730673.0,7.19,46548,34942,-92190
2005-07-05,32100.0,31550.0,690527.0,7.01,178519,19351,-191450
2005-07-06,31100.0,30450.0,1845913.0,6.77,648296,118394,-743630
2005-07-07,30050.0,30800.0,1614575.0,6.85,158893,120631,-190044
2005-07-08,30250.0,30300.0,1573376.0,6.74,156867,188693,-366220
2005-07-11,30300.0,30800.0,1394969.0,6.85,-133472,186152,-37110
2005-07-12,31200.0,31700.0,1335640.0,7.05,-287187,82547,309440
2005-07-13,31700.0,31300.0,919685.0,6.96,9619,142471,-136664
2005-07-14,31600.0,31800.0,1705743.0,7.07,-118714,247604,-35620
2005-07-15,32150.0,32200.0,924044.0,7.16,-129996,-9224,202380
2005-07-18,31800.0,32600.0,567733.0,7.25,-104254,66334,39330
2005-07-19,32500.0,32750.0,643267.0,7.28,-109479,83306,89410
2005-07-20,32750.0,33200.0,975419.0,7.38,-230948,39391,208530
2005-07-21,32750.0,34250.0,1116531.0,7.61,-177584,140724,-52230
2005-07-22,35500.0,35800.0,2691847.0,7.96,-206651,-575965,729656
2005-07-25,35650.0,37200.0,1652802.0,8.27,-190899,235955,-75446
2005-07-26,36850.0,36750.0,976440.0,8.17,7684,-45279,575
2005-07-27,35900.0,35500.0,1715963.0,7.89,223337,326771,-644688
2005-07-28,35750.0,35800.0,991055.0,7.96,169549,893,-162652
2005-07-29,36400.0,35700.0,852192.0,7.94,116972,7478,-52580
2005-08-01,35200.0,35650.0,920048.0,7.92,18078,-58366,80488
2005-08-02,35700.0,35600.0,528715.0,7.91,24070,-108430,85830
2005-08-03,36300.0,36500.0,990552.0,8.11,-88363,-76127,189000
2005-08-04,36500.0,38050.0,1599141.0,8.46,-157727,193177,8560
2005-08-05,37500.0,37000.0,1189782.0,8.22,-144467,304347,-151010
2005-08-08,37000.0,37150.0,473295.0,8.26,-54435,-55,-27940
2005-08-09,36950.0,36900.0,1132707.0,8.2,61217,137018,-181565
2005-08-10,36800.0,35900.0,1304284.0,7.98,358859,-6179,-309920
2005-08-11,35300.0,35700.0,1014871.0,7.94,101440,33200,-142010
2005-08-12,35150.0,36300.0,1345342.0,8.07,31853,-186933,198810
2005-08-16,36250.0,35350.0,1319043.0,7.86,80676,-52826,49080
2005-08-17,33900.0,33600.0,3258753.0,7.47,665685,660370,-1303495
2005-08-18,33450.0,33700.0,1806054.0,7.49,77926,188414,-304190
2005-08-19,32900.0,32450.0,2592252.0,7.21,472073,279727,-803680
2005-08-22,32400.0,33500.0,1267575.0,7.45,-195250,275643,-39020
2005-08-23,33400.0,33300.0,1273440.0,7.4,-6958,10424,1444
2005-08-24,33000.0,32500.0,2024830.0,7.22,259632,165148,-482110
2005-08-25,32000.0,32450.0,1561738.0,7.21,152893,249867,-414820
2005-08-26,32050.0,32150.0,1093070.0,7.15,-63854,105784,-18610
2005-08-29,31800.0,31850.0,1106226.0,7.08,-164668,1848,156090
2005-08-30,31850.0,32500.0,1072645.0,7.22,67085,-108655,-53050
2005-08-31,31850.0,32500.0,1336740.0,7.22,21351,200759,-189700
2005-09-01,32500.0,32700.0,1867007.0,7.27,130757,80673,-202660
2005-09-02,32950.0,32850.0,1770707.0,7.3,-42931,361606,-274599
2005-09-05,32850.0,32900.0,875388.0,7.31,-39573,35553,-65770
2005-09-06,32900.0,33450.0,1391671.0,7.44,-229140,40420,64700
2005-09-07,33800.0,34000.0,880211.0,7.56,-118706,94096,-54850
2005-09-08,34500.0,33500.0,2503049.0,7.45,6153,327707,-178290
2005-09-09,33400.0,34500.0,1248915.0,7.67,-183404,93654,202700
2005-09-12,34400.0,33750.0,1576221.0,7.5,424499,-171249,-153360
2005-09-13,33600.0,33550.0,938757.0,7.46,54313,46727,-139200
2005-09-14,33150.0,33400.0,1442375.0,7.42,128402,237158,-193200
2005-09-15,33100.0,33200.0,1464751.0,7.38,236531,-101050,-206791
2005-09-16,33550.0,33300.0,1132939.0,7.4,55323,-34063,-170120
2005-09-20,34350.0,33750.0,1846190.0,7.5,161624,-9464,-249050
2005-09-21,34000.0,33500.0,1197177.0,7.45,28463,-149603,92680
2005-09-22,33500.0,33200.0,1472157.0,7.38,129788,133157,-303460
2005-09-23,32750.0,32850.0,1260881.0,7.3,88380,69720,-190090
2005-09-26,32900.0,33800.0,1589807.0,7.51,-177091,238041,-205470
2005-09-27,33900.0,33750.0,1255328.0,7.5,-127956,-91324,67480
2005-09-28,34200.0,34400.0,1351246.0,7.65,-115744,38124,-98540
2005-09-29,34600.0,34750.0,1133014.0,7.72,-144313,-188087,269000
2005-09-30,34850.0,35600.0,2499419.0,7.91,-359065,40980,-163755
2005-10-04,36200.0,36100.0,1923170.0,8.02,-235710,-23490,120440
2005-10-05,36100.0,35800.0,1040422.0,7.96,2511,-427911,349840
2005-10-06,35250.0,35250.0,1023321.0,7.84,47574,-216941,172207
2005-10-07,35000.0,35850.0,1314188.0,7.97,-23340,-1610,-54320
2005-10-10,35600.0,35550.0,1173360.0,7.9,88210,470250,-565840
2005-10-11,35550.0,35700.0,950273.0,7.94,-4951,173511,-143040
2005-10-12,35800.0,35150.0,1252959.0,7.81,103270,-335510,259250
2005-10-13,34700.0,33850.0,2156710.0,7.52,472094,-426914,-69270
2005-10-14,34000.0,34250.0,1218004.0,7.61,-65179,17259,-39000
2005-10-17,34050.0,34250.0,821396.0,7.61,-205002,311992,-113040
2005-10-18,34250.0,34000.0,1259609.0,7.56,24250,427400,-415760
2005-10-19,33900.0,33400.0,1297075.0,7.42,11045,54465,-11710
2005-10-20,34050.0,34150.0,1522855.0,7.59,-162490,90620,24570
2005-10-21,34000.0,34950.0,1614462.0,7.77,-221132,367258,-111620
2005-10-24,34900.0,34850.0,954727.0,7.75,51931,-271528,229687
2005-10-25,35150.0,34650.0,1131398.0,7.7,41033,3487,-40660
2005-10-26,34500.0,34500.0,1228132.0,7.67,-12603,29613,10780
2005-10-27,34150.0,34100.0,1100854.0,7.58,9791,-192821,184520
2005-10-28,33700.0,34000.0,1660375.0,7.56,84196,-552186,504030
2005-10-31,34000.0,33950.0,937500.0,7.55,56600,-23190,-27690
2005-11-01,33800.0,33800.0,1027353.0,7.51,341346,-395296,83030
2005-11-02,33600.0,33900.0,1749354.0,7.54,211590,138806,-188106
2005-11-03,33950.0,33750.0,1401886.0,7.5,150128,-248438,80650
2005-11-04,33750.0,33500.0,1885711.0,7.45,142254,67606,-175370
2005-11-07,33500.0,33700.0,876949.0,7.49,3463,52250,-26463
2005-11-08,33650.0,33750.0,1169575.0,7.5,36412,227040,-295902
2005-11-09,33350.0,33800.0,1270090.0,7.51,-167161,138771,99410
2005-11-10,33850.0,33550.0,1482999.0,7.46,236439,-161349,-156230
2005-11-11,33650.0,34250.0,1790119.0,7.61,-207833,179453,21070
2005-11-14,34200.0,33950.0,1199593.0,7.55,126348,-294686,277778
2005-11-15,33850.0,34000.0,1357597.0,7.56,10209,-132499,158580
2005-11-16,33750.0,34400.0,1793594.0,7.65,-154735,339213,-212832
2005-11-17,34500.0,34250.0,951566.0,7.61,105937,76339,-174080
2005-11-18,34250.0,34250.0,1036373.0,7.61,-89533,97162,14660
2005-11-21,34300.0,34900.0,1666372.0,7.76,-15823,-519447,531970
2005-11-22,34900.0,34450.0,988383.0,7.66,83414,-267714,113520
2005-11-23,34450.0,34750.0,1327741.0,7.72,-41480,149270,-182720
2005-11-24,34850.0,34600.0,1071322.0,7.69,24921,-170741,108270
2005-11-25,34500.0,34900.0,1051836.0,7.76,-81657,-111524,88541
2005-11-28,34700.0,34900.0,697736.0,7.76,-81243,8509,-32626
2005-11-29,34950.0,34550.0,1044488.0,7.68,-19151,-217280,187800
2005-11-30,34500.0,34750.0,959904.0,7.72,-20190,40730,-45010
2005-12-01,34800.0,34800.0,1081988.0,7.74,16701,-126121,115260
2005-12-02,34900.0,34550.0,1352658.0,7.68,215287,-166337,-89260
2005-12-05,34350.0,34600.0,880973.0,7.69,-107925,-316885,426350
2005-12-06,34400.0,34550.0,1263100.0,7.68,-53702,94438,-30096
2005-12-07,34700.0,35450.0,5766094.0,7.88,-179843,1097797,-1671544
2005-12-08,36350.0,35900.0,3905272.0,7.98,-3976,480942,-26466
2005-12-09,36300.0,36250.0,1828125.0,8.06,-233011,-125059,372250
2005-12-12,36450.0,36800.0,2153706.0,8.18,-193721,675056,-446050
2005-12-13,36800.0,36750.0,1331495.0,8.17,-80894,26214,83110
2005-12-14,36950.0,36600.0,1976464.0,8.14,199840,-740240,937050
2005-12-15,37000.0,37050.0,2389043.0,8.24,142173,626015,-798250
2005-12-16,37200.0,36950.0,1018303.0,8.21,-60987,116557,-67950
2005-12-19,37300.0,37550.0,1479794.0,8.35,-71179,239449,-175030
2005-12-20,37900.0,38200.0,2227217.0,8.49,-31363,899143,-685940
2005-12-21,38700.0,38000.0,1620974.0,8.45,30911,215329,-152750
2005-12-22,38250.0,38100.0,1071058.0,8.47,-8673,-136227,156650
2005-12-23,38150.0,38400.0,1031854.0,8.54,-28333,-39727,148082
2005-12-26,38300.0,38700.0,834658.0,8.6,112296,-15932,-79680
2005-12-27,39000.0,38850.0,1176912.0,8.64,19285,125765,-204320
2005-12-28,38150.0,37600.0,962160.0,8.36,-86435,61975,17310
2005-12-29,37850.0,37800.0,866849.0,8.4,-90746,21988,76128
